Cod_Operadora;Operadora;UF;qtd_beneficiarios
331317;REAL GRANDEZA - FUNDACAO DE PREVIDENCIA E A;Amapá;0
421359;RIO DOCE SAUDE;Espírito Santo;7528
421359;RIO DOCE SAUDE;Pernambuco;57
421359;RIO DOCE SAUDE;São Paulo;19
421359;RIO DOCE SAUDE;Bahia;9
421359;RIO DOCE SAUDE;Sergipe;8
421359;RIO DOCE SAUDE;Maranhão;7
421359;RIO DOCE SAUDE;Paraíba;5
421359;RIO DOCE SAUDE;Goiás;3
421359;RIO DOCE SAUDE;Acre;2
421359;RIO DOCE SAUDE;Alagoas;2
421359;RIO DOCE SAUDE;Piauí;2
421359;RIO DOCE SAUDE;Minas Gerais;1
421359;RIO DOCE SAUDE;Paraná;1
421359;RIO DOCE SAUDE;Rio de Janeiro;1
421359;RIO DOCE SAUDE;Amapá;0
421359;RIO DOCE SAUDE;Amazonas;0
421359;RIO DOCE SAUDE;Ceará;0
421359;RIO DOCE SAUDE;Distrito Federal;0
421359;RIO DOCE SAUDE;Mato Grosso;0
421359;RIO DOCE SAUDE;Mato Grosso do Sul;0
421359;RIO DOCE SAUDE;Pará;0
421359;RIO DOCE SAUDE;Rio Grande do Norte;0
421359;RIO DOCE SAUDE;Rio Grande do Sul;0
421359;RIO DOCE SAUDE;Rondônia;0
421359;RIO DOCE SAUDE;Roraima;0
421359;RIO DOCE SAUDE;Santa Catarina;0
421359;RIO DOCE SAUDE;Tocantins;0
414131;RN METROPOLITAN LTDA;Minas Gerais;44499
414131;RN METROPOLITAN LTDA;São Paulo;345
414131;RN METROPOLITAN LTDA;Distrito Federal;76
414131;RN METROPOLITAN LTDA;Goiás;49
414131;RN METROPOLITAN LTDA;Rio de Janeiro;7
414131;RN METROPOLITAN LTDA;Bahia;6
414131;RN METROPOLITAN LTDA;Ceará;6
414131;RN METROPOLITAN LTDA;Pernambuco;6
414131;RN METROPOLITAN LTDA;Mato Grosso;5
414131;RN METROPOLITAN LTDA;Maranhão;3
414131;RN METROPOLITAN LTDA;Mato Grosso do Sul;3
414131;RN METROPOLITAN LTDA;Rio Grande do Norte;3
414131;RN METROPOLITAN LTDA;Alagoas;2
414131;RN METROPOLITAN LTDA;Amazonas;2
414131;RN METROPOLITAN LTDA;Pará;2
414131;RN METROPOLITAN LTDA;Santa Catarina;2
414131;RN METROPOLITAN LTDA;Sergipe;2
414131;RN METROPOLITAN LTDA;Piauí;1
414131;RN METROPOLITAN LTDA;Acre;0
414131;RN METROPOLITAN LTDA;Amapá;0
414131;RN METROPOLITAN LTDA;Espírito Santo;0
414131;RN METROPOLITAN LTDA;Paraíba;0
414131;RN METROPOLITAN LTDA;Paraná;0
414131;RN METROPOLITAN LTDA;Rio Grande do Sul;0
414131;RN METROPOLITAN LTDA;Rondônia;0
414131;RN METROPOLITAN LTDA;Roraima;0
414131;RN METROPOLITAN LTDA;Tocantins;0
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Minas Gerais;13884
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;São Paulo;7991
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Mato Grosso;61
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Paraná;46
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Mato Grosso do Sul;35
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Goiás;34
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Distrito Federal;23
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Bahia;17
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Rio de Janeiro;17
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Santa Catarina;16
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Espírito Santo;8
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Rio Grande do Norte;8
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Tocantins;8
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Amazonas;4
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Maranhão;2
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Rio Grande do Sul;2
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Ceará;1
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Pará;1
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Paraíba;1
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Pernambuco;1
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Piauí;1
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Rondônia;1
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Roraima;1
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Acre;0
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Alagoas;0
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Amapá;0
324493;S.P.A SAUDE- SISTEMA DE PROMOCAO ASSISTENCI;Sergipe;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Distrito Federal;14256
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Goiás;1300
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Santa Catarina;88
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;São Paulo;5
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Minas Gerais;3
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Acre;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Alagoas;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Amapá;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Amazonas;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Bahia;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Ceará;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Espírito Santo;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Maranhão;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Mato Grosso;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Mato Grosso do Sul;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Pará;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Paraíba;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Paraná;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Pernambuco;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Piauí;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Rio de Janeiro;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Rio Grande do Norte;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Rio Grande do Sul;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Rondônia;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Roraima;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Sergipe;0
420981;S1 OPERADORA DE PLANO DE SAUDE LTDA;Tocantins;0
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Espírito Santo;39582
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Distrito Federal;16924
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Minas Gerais;13848
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Rio de Janeiro;8068
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Paraná;5697
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Rio Grande do Sul;3435
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Goiás;690
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;São Paulo;162
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Santa Catarina;14
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Bahia;10
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Pará;4
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Ceará;1
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Mato Grosso;1
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Mato Grosso do Sul;1
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Pernambuco;1
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Rondônia;1
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Tocantins;1
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Acre;0
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Alagoas;0
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Amapá;0
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Amazonas;0
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Maranhão;0
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Paraíba;0
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Piauí;0
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Rio Grande do Norte;0
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Roraima;0
335614;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S/A;Sergipe;0
367095;SAMEL PLANO DE SAUDE LTDA;Amazonas;124562
367095;SAMEL PLANO DE SAUDE LTDA;Acre;823
367095;SAMEL PLANO DE SAUDE LTDA;São Paulo;41
367095;SAMEL PLANO DE SAUDE LTDA;Rio Grande do Sul;10
367095;SAMEL PLANO DE SAUDE LTDA;Maranhão;6
367095;SAMEL PLANO DE SAUDE LTDA;Goiás;3
367095;SAMEL PLANO DE SAUDE LTDA;Mato Grosso do Sul;3
367095;SAMEL PLANO DE SAUDE LTDA;Rio de Janeiro;3
367095;SAMEL PLANO DE SAUDE LTDA;Roraima;3
367095;SAMEL PLANO DE SAUDE LTDA;Ceará;2
367095;SAMEL PLANO DE SAUDE LTDA;Pará;2
367095;SAMEL PLANO DE SAUDE LTDA;Minas Gerais;1
367095;SAMEL PLANO DE SAUDE LTDA;Paraíba;1
367095;SAMEL PLANO DE SAUDE LTDA;Pernambuco;1
367095;SAMEL PLANO DE SAUDE LTDA;Rio Grande do Norte;1
367095;SAMEL PLANO DE SAUDE LTDA;Alagoas;0
367095;SAMEL PLANO DE SAUDE LTDA;Amapá;0
367095;SAMEL PLANO DE SAUDE LTDA;Bahia;0
367095;SAMEL PLANO DE SAUDE LTDA;Distrito Federal;0
367095;SAMEL PLANO DE SAUDE LTDA;Espírito Santo;0
367095;SAMEL PLANO DE SAUDE LTDA;Mato Grosso;0
367095;SAMEL PLANO DE SAUDE LTDA;Paraná;0
367095;SAMEL PLANO DE SAUDE LTDA;Piauí;0
367095;SAMEL PLANO DE SAUDE LTDA;Rondônia;0
367095;SAMEL PLANO DE SAUDE LTDA;Santa Catarina;0
367095;SAMEL PLANO DE SAUDE LTDA;Sergipe;0
367095;SAMEL PLANO DE SAUDE LTDA;Tocantins;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Maranhão;3393
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Pará;5
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Espírito Santo;1
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Acre;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Alagoas;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Amapá;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Amazonas;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Bahia;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Ceará;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Distrito Federal;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Goiás;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Mato Grosso;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Mato Grosso do Sul;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Minas Gerais;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Paraíba;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Paraná;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Pernambuco;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Piauí;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Rio de Janeiro;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Rio Grande do Norte;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Rio Grande do Sul;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Rondônia;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Roraima;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Santa Catarina;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;São Paulo;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Sergipe;0
415901;SAME-SERVICO DE ASSISTENCIA MEDICA EMPRESAR;Tocantins;0
422398;SAMI ASSISTENCIA MEDICA LTDA;São Paulo;12558
422398;SAMI ASSISTENCIA MEDICA LTDA;Minas Gerais;8
422398;SAMI ASSISTENCIA MEDICA LTDA;Rio de Janeiro;8
422398;SAMI ASSISTENCIA MEDICA LTDA;Paraná;6
422398;SAMI ASSISTENCIA MEDICA LTDA;Distrito Federal;5
422398;SAMI ASSISTENCIA MEDICA LTDA;Santa Catarina;5
422398;SAMI ASSISTENCIA MEDICA LTDA;Ceará;4
422398;SAMI ASSISTENCIA MEDICA LTDA;Espírito Santo;4
422398;SAMI ASSISTENCIA MEDICA LTDA;Rio Grande do Norte;4
422398;SAMI ASSISTENCIA MEDICA LTDA;Pará;3
422398;SAMI ASSISTENCIA MEDICA LTDA;Pernambuco;3
422398;SAMI ASSISTENCIA MEDICA LTDA;Rio Grande do Sul;2
422398;SAMI ASSISTENCIA MEDICA LTDA;Amazonas;1
422398;SAMI ASSISTENCIA MEDICA LTDA;Bahia;1
422398;SAMI ASSISTENCIA MEDICA LTDA;Paraíba;1
422398;SAMI ASSISTENCIA MEDICA LTDA;Tocantins;1
422398;SAMI ASSISTENCIA MEDICA LTDA;Acre;0
422398;SAMI ASSISTENCIA MEDICA LTDA;Alagoas;0
422398;SAMI ASSISTENCIA MEDICA LTDA;Amapá;0
422398;SAMI ASSISTENCIA MEDICA LTDA;Goiás;0
422398;SAMI ASSISTENCIA MEDICA LTDA;Maranhão;0
422398;SAMI ASSISTENCIA MEDICA LTDA;Mato Grosso;0
422398;SAMI ASSISTENCIA MEDICA LTDA;Mato Grosso do Sul;0
422398;SAMI ASSISTENCIA MEDICA LTDA;Piauí;0
422398;SAMI ASSISTENCIA MEDICA LTDA;Rondônia;0
422398;SAMI ASSISTENCIA MEDICA LTDA;Roraima;0
422398;SAMI ASSISTENCIA MEDICA LTDA;Sergipe;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Rio de Janeiro;7204
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Minas Gerais;2
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Acre;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Alagoas;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Amapá;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Amazonas;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Bahia;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Ceará;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Distrito Federal;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Espírito Santo;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Goiás;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Maranhão;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Mato Grosso;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Mato Grosso do Sul;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Pará;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Paraíba;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Paraná;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Pernambuco;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Piauí;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Rio Grande do Norte;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Rio Grande do Sul;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Rondônia;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Roraima;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Santa Catarina;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;São Paulo;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Sergipe;0
340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA;Tocantins;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Rio de Janeiro;11242
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;São Paulo;5
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Minas Gerais;2
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Bahia;1
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Acre;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Alagoas;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Amapá;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Amazonas;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Ceará;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Distrito Federal;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Espírito Santo;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Goiás;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Maranhão;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Mato Grosso;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Mato Grosso do Sul;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Pará;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Paraíba;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Paraná;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Pernambuco;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Piauí;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Rio Grande do Norte;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Rio Grande do Sul;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Rondônia;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Roraima;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Santa Catarina;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Sergipe;0
343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MEDICA;Tocantins;0
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Espírito Santo;275663
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Bahia;927
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Rio de Janeiro;916
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;São Paulo;381
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Minas Gerais;379
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Pernambuco;113
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Maranhão;63
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Piauí;54
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Rio Grande do Norte;30
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Ceará;27
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Sergipe;23
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Alagoas;16
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Paraná;16
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Mato Grosso;14
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Rio Grande do Sul;11
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Pará;10
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Goiás;8
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Santa Catarina;8
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Tocantins;8
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Distrito Federal;6
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Mato Grosso do Sul;4
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Paraíba;3
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Acre;2
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Amazonas;2
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Rondônia;2
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Amapá;1
342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA S.A.;Roraima;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Minas Gerais;2166
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Acre;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Alagoas;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Amapá;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Amazonas;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Bahia;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Ceará;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Distrito Federal;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Espírito Santo;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Goiás;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Maranhão;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Mato Grosso;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Mato Grosso do Sul;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Pará;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Paraíba;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Paraná;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Pernambuco;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Piauí;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Rio de Janeiro;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Rio Grande do Norte;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Rio Grande do Sul;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Rondônia;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Roraima;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Santa Catarina;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;São Paulo;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Sergipe;0
408522;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL;Tocantins;0
421197;SANTA CASA DE MAUA SAUDE;São Paulo;28588
421197;SANTA CASA DE MAUA SAUDE;Paraíba;1
421197;SANTA CASA DE MAUA SAUDE;Acre;0
421197;SANTA CASA DE MAUA SAUDE;Alagoas;0
421197;SANTA CASA DE MAUA SAUDE;Amapá;0
421197;SANTA CASA DE MAUA SAUDE;Amazonas;0
421197;SANTA CASA DE MAUA SAUDE;Bahia;0
421197;SANTA CASA DE MAUA SAUDE;Ceará;0
421197;SANTA CASA DE MAUA SAUDE;Distrito Federal;0
421197;SANTA CASA DE MAUA SAUDE;Espírito Santo;0
421197;SANTA CASA DE MAUA SAUDE;Goiás;0
421197;SANTA CASA DE MAUA SAUDE;Maranhão;0
421197;SANTA CASA DE MAUA SAUDE;Mato Grosso;0
421197;SANTA CASA DE MAUA SAUDE;Mato Grosso do Sul;0
421197;SANTA CASA DE MAUA SAUDE;Minas Gerais;0
421197;SANTA CASA DE MAUA SAUDE;Pará;0
421197;SANTA CASA DE MAUA SAUDE;Paraná;0
421197;SANTA CASA DE MAUA SAUDE;Pernambuco;0
421197;SANTA CASA DE MAUA SAUDE;Piauí;0
421197;SANTA CASA DE MAUA SAUDE;Rio de Janeiro;0
421197;SANTA CASA DE MAUA SAUDE;Rio Grande do Norte;0
421197;SANTA CASA DE MAUA SAUDE;Rio Grande do Sul;0
421197;SANTA CASA DE MAUA SAUDE;Rondônia;0
421197;SANTA CASA DE MAUA SAUDE;Roraima;0
421197;SANTA CASA DE MAUA SAUDE;Santa Catarina;0
421197;SANTA CASA DE MAUA SAUDE;Sergipe;0
421197;SANTA CASA DE MAUA SAUDE;Tocantins;0
342807;SANTA CASA DE MISERICORDIA DE JUIZ DE FORA;Minas Gerais;50847
342807;SANTA CASA DE MISERICORDIA DE JUIZ DE FORA;Rio de Janeiro;706
342807;SANTA CASA DE MISERICORDIA DE JUIZ DE FORA;São Paulo;35
342807;SANTA CASA DE MISERICORDIA DE JUIZ DE FORA;Espírito Santo;19
342807;SANTA CASA DE MISERICORDIA DE JUIZ DE FORA;Distrito Federal;6
342807;SANTA CASA DE MISERICORDIA DE JUIZ DE FORA;Piauí;6
342807;SANTA CASA DE MISERICORDIA DE JUIZ DE FORA;Goiás;4
342807;SANTA CASA DE MISERICORDIA DE JUIZ DE FORA;Pará;4
